"siteID","plotID","date","subplotID","nestedSubplotID","tagID","stemDiameter","measurementHeight","basalDiameter","basalDiameterHeight","growthForm","stemStatus","VD1height","VD2height","maxCanopyDiameter","ninetyCanopyDiameter","canopyPosition","shrubShape","maxBaseCanopyDiameter","ninetyBaseCanopyDiameter","measuredBy","recordedBy","remarks"
"OSBS","OSBS_002",20150911,41,NA,"01023",44.1,130,NA,NA,"sbt",1,15.6,1.6,13.5,11.2,NA,"",NA,NA,"tantony@field-ops.org","dbyerley@field-ops.org",""
"OSBS","OSBS_002",20150911,41,NA,"01024",25.2,130,NA,NA,"sbt",1,13.1,1.5,7,6.5,3,"",NA,NA,"tantony@field-ops.org","dbyerley@field-ops.org",""
"OSBS","OSBS_002",20150911,41,NA,"01025",41.5,130,NA,NA,"sbt",1,19.3,1.8,12.2,8.8,3,"",NA,NA,"tantony@field-ops.org","dbyerley@field-ops.org",""
"OSBS","OSBS_002",20150911,41,NA,"01026",18.4,130,NA,NA,"sbt",1,14.4,1.2,3.8,3.7,3,"",NA,NA,"tantony@field-ops.org","dbyerley@field-ops.org",""
"OSBS","OSBS_003",20150929,32,2,"00137",57.4,130,NA,NA,"sbt",5,18.7,1.6,15.4,10.8,2,"",NA,NA,"ltirado@field-ops.org","jkilmer@field-ops.org",""
"OSBS","OSBS_003",20150929,32,2,"00155",19,130,NA,NA,"smt",2,1.8,1.6,0,0,NA,"",NA,NA,"ltirado@field-ops.org","jkilmer@field-ops.org","diameter at break 18"
"OSBS","OSBS_003",20150929,32,3,"00157",34.9,130,NA,NA,"sbt",1,14.2,2.2,6.2,5.3,3,"",NA,NA,"ltirado@field-ops.org","jkilmer@field-ops.org",""
"OSBS","OSBS_003",20150929,31,1,"00190",20.6,130,NA,NA,"sbt",1,8.6,2.2,8,7.1,3,"",NA,NA,"ltirado@field-ops.org","jkilmer@field-ops.org",""
"OSBS","OSBS_003",20150929,31,2,"00191",16.4,130,NA,NA,"sbt",1,6.8,0.7,4.2,0,3,"",NA,NA,"ltirado@field-ops.org","jkilmer@field-ops.org","Canopy 90 was not recorded"
"OSBS","OSBS_003",20150929,31,4,"00192",14.2,130,NA,NA,"sbt",1,5.5,0.8,4.4,4,4,"",NA,NA,"ltirado@field-ops.org","jkilmer@field-ops.org",""
"OSBS","OSBS_003",20150929,41,NA,"00298",11,130,NA,NA,"sap",1,7.8,1,4.2,3.8,3,"",NA,NA,"ltirado@field-ops.org","jkilmer@field-ops.org",""
"OSBS","OSBS_003",20150929,40,2,"01840",66.1,130,NA,NA,"sbt",7,16.2,0.8,10,9,2,"",NA,NA,"ltirado@field-ops.org","jkilmer@field-ops.org",""
"OSBS","OSBS_003",20150929,40,2,"01841",17.4,130,NA,NA,"sbt",2,3.8,0.9,0,0,NA,"",NA,NA,"ltirado@field-ops.org","jkilmer@field-ops.org",""
"OSBS","OSBS_003",20150929,41,NA,"01853",18.2,130,NA,NA,"sbt",1,6.5,1,6.3,4.9,3,"",NA,NA,"ltirado@field-ops.org","jkilmer@field-ops.org",""
"OSBS","OSBS_003",20150929,41,NA,"01854",21.6,130,NA,NA,"sbt",1,6.8,0.8,6.9,4.2,3,"",NA,NA,"ltirado@field-ops.org","jkilmer@field-ops.org",""
"OSBS","OSBS_003",20150929,41,NA,"01855",13,130,NA,NA,"sbt",1,4.8,0.5,5.9,4.5,4,"",NA,NA,"ltirado@field-ops.org","jkilmer@field-ops.org",""
"OSBS","OSBS_003",20150929,32,3,"06228",16.2,110,NA,NA,"sbt",1,3.8,2.2,4.9,4.8,4,"",NA,NA,"ltirado@field-ops.org","jkilmer@field-ops.org",""
"OSBS","OSBS_004",20151005,31,NA,"1331",20.5,130,NA,NA,"sbt",1,11.6,1.2,5,3.2,3,"",NA,NA,"jkilmer@field-ops.org, mmugnani@field-ops.org","ltirado@field-ops.org",""
"OSBS","OSBS_004",20151005,32,NA,"1340",19.5,130,NA,NA,"sbt",1,12.2,1.4,4.6,4.3,3,"",NA,NA,"jkilmer@field-ops.org, mmugnani@field-ops.org","ltirado@field-ops.org",""
"OSBS","OSBS_004",20151005,32,NA,"1341",15.6,130,NA,NA,"sbt",1,12.4,1.2,3,2.4,3,"",NA,NA,"jkilmer@field-ops.org, mmugnani@field-ops.org","ltirado@field-ops.org",""
"OSBS","OSBS_004",20151005,32,NA,"1342",22.4,130,NA,NA,"sbt",1,12.5,1.4,6,5.1,3,"",NA,NA,"jkilmer@field-ops.org, mmugnani@field-ops.org","ltirado@field-ops.org",""
"OSBS","OSBS_004",20151005,32,NA,"1343",11.7,130,NA,NA,"sbt",1,9.2,1.1,6,5.1,4,"",NA,NA,"jkilmer@field-ops.org, mmugnani@field-ops.org","ltirado@field-ops.org",""
"OSBS","OSBS_004",20151005,32,NA,"1345",21.9,130,NA,NA,"sbt",1,13.5,1.3,4.4,4.1,3,"",NA,NA,"jkilmer@field-ops.org, mmugnani@field-ops.org","ltirado@field-ops.org",""
"OSBS","OSBS_004",20151005,32,NA,"1352",14.8,130,NA,NA,"sbt",1,5.7,1.1,5.3,5,4,"",NA,NA,"jkilmer@field-ops.org, mmugnani@field-ops.org","ltirado@field-ops.org",""
"OSBS","OSBS_004",20151005,32,NA,"1358",22.2,130,NA,NA,"sbt",1,11.8,1.4,3.8,3.6,3,"",NA,NA,"jkilmer@field-ops.org, mmugnani@field-ops.org","ltirado@field-ops.org",""
"OSBS","OSBS_004",20151005,41,NA,"1363",21,130,NA,NA,"sbt",1,14.1,1.4,6.1,4.9,3,"",NA,NA,"jkilmer@field-ops.org, mmugnani@field-ops.org","ltirado@field-ops.org",""
"OSBS","OSBS_004",20151005,41,NA,"1364",15.1,130,NA,NA,"sbt",1,11.1,1.3,3.9,3.4,3,"",NA,NA,"jkilmer@field-ops.org, mmugnani@field-ops.org","ltirado@field-ops.org",""
"OSBS","OSBS_004",20151005,41,NA,"1365",13,130,NA,NA,"sbt",1,12.4,1.3,2.8,2.8,3,"",NA,NA,"jkilmer@field-ops.org, mmugnani@field-ops.org","ltirado@field-ops.org",""
"OSBS","OSBS_004",20151005,41,NA,"1369",12.9,130,NA,NA,"sbt",1,13.1,1.3,2.3,2.3,3,"",NA,NA,"jkilmer@field-ops.org, mmugnani@field-ops.org","ltirado@field-ops.org",""
"OSBS","OSBS_004",20151005,41,NA,"1371",14.4,130,NA,NA,"sbt",1,12.2,1.3,3.7,2.9,3,"",NA,NA,"jkilmer@field-ops.org, mmugnani@field-ops.org","ltirado@field-ops.org",""
"OSBS","OSBS_004",20151005,41,NA,"1372",28,130,NA,NA,"sbt",1,16.6,1.4,7.3,6.5,2,"",NA,NA,"jkilmer@field-ops.org, mmugnani@field-ops.org","ltirado@field-ops.org",""
"OSBS","OSBS_004",20151005,41,NA,"1373",15.2,130,NA,NA,"sbt",1,13.2,1.6,3.1,3.1,3,"",NA,NA,"jkilmer@field-ops.org, mmugnani@field-ops.org","ltirado@field-ops.org",""
"OSBS","OSBS_004",20151005,40,NA,"1508",22.7,130,NA,NA,"sbt",1,12.3,1.4,4,3.7,3,"",NA,NA,"jkilmer@field-ops.org, mmugnani@field-ops.org","ltirado@field-ops.org",""
"OSBS","OSBS_004",20151005,40,NA,"1508",28.3,130,NA,NA,"sbt",1,13.4,1.3,5.8,5.2,3,"",NA,NA,"jkilmer@field-ops.org, mmugnani@field-ops.org","ltirado@field-ops.org",""
"OSBS","OSBS_005",20151008,32,NA,"00237",10.4,130,NA,NA,"sbt",1,2.5,1.2,5.1,2.2,5,"",NA,NA,"psoucy@field-ops.org","jklimer@field-ops.org","No transcription errors present"
"OSBS","OSBS_005",20151008,31,4,"01718",30.9,130,NA,NA,"sbt",1,14.1,1,9.5,4.2,NA,"",NA,NA,"psoucy@field-ops.org","jklimer@field-ops.org",""
"OSBS","OSBS_005",20151008,31,4,"01730",12.3,130,NA,NA,"sbt",1,4.4,1.6,0,0,NA,"",NA,NA,"psoucy@field-ops.org","jklimer@field-ops.org",""
"OSBS","OSBS_005",20151008,31,4,"01731",24.9,130,NA,NA,"sbt",1,14.1,1.7,6.2,3.7,3,"",NA,NA,"psoucy@field-ops.org","jklimer@field-ops.org",""
"OSBS","OSBS_005",20151008,31,1,"01740",18.9,130,NA,NA,"sbt",1,14.8,1.6,4.4,3.4,3,"",NA,NA,"psoucy@field-ops.org","jklimer@field-ops.org",""
"OSBS","OSBS_005",20151008,31,1,"01741",26.7,130,NA,NA,"sbt",3,14.4,1.6,6.9,4.5,3,"",NA,NA,"psoucy@field-ops.org","jklimer@field-ops.org",""
"OSBS","OSBS_005",20151008,32,1,"01744",21.3,130,NA,NA,"sbt",2,14.6,1.4,0,0,NA,"",NA,NA,"psoucy@field-ops.org","jklimer@field-ops.org",""
"OSBS","OSBS_005",20151008,32,NA,"01746A",19.1,110,NA,NA,"mbt",1,5.5,1.4,6.9,4.8,5,"",NA,NA,"psoucy@field-ops.org","jklimer@field-ops.org",""
"OSBS","OSBS_005",20151008,31,NA,"01746b",11.5,40,NA,NA,"mbt",1,3.3,1.6,5.9,3.1,5,"",NA,NA,"psoucy@field-ops.org","jklimer@field-ops.org",""
"OSBS","OSBS_005",20151008,31,NA,"01746c",14.8,130,NA,NA,"mbt",2,0,0,0,0,NA,"",NA,NA,"psoucy@field-ops.org","jklimer@field-ops.org","diameter at break 7.0 cm"
"OSBS","OSBS_005",20151008,32,2,"01750",26.7,130,NA,NA,"sbt",1,15.7,1.7,7.6,6,3,"",NA,NA,"psoucy@field-ops.org","jklimer@field-ops.org",""
"OSBS","OSBS_005",20151008,32,2,"01751",23.7,130,NA,NA,"sbt",2,1.6,0.9,0,0,NA,"",NA,NA,"psoucy@field-ops.org","jklimer@field-ops.org","diameter at break 23.0 cm"
"OSBS","OSBS_005",20151008,32,4,"01752",14.1,70,NA,NA,"sbt",7,3.5,1.2,5.5,4.3,5,"",NA,NA,"psoucy@field-ops.org","jklimer@field-ops.org",""
"OSBS","OSBS_005",20151008,41,1,"01757",15.5,130,NA,NA,"sbt",1,6.4,1.1,4.9,0,4,"",NA,NA,"psoucy@field-ops.org","jklimer@field-ops.org","Missing canopy 90 measurement"
"OSBS","OSBS_007",20150304,31,NA,"01556",14.5,130,NA,NA,"sbt",1,11.9,2.3,6.2,4.1,NA,"",NA,NA,"jeells@neoninc.org","bzale@field-ops.org",""
"OSBS","OSBS_007",20150304,31,NA,"01558",24,130,NA,NA,"sbt",1,11.1,2,0,0,3,"",NA,NA,"jeells@neoninc.org","bzale@field-ops.org",""
"OSBS","OSBS_007",20150304,31,NA,"01561",10.7,130,NA,NA,"sbt",2,1.2,2,2.4,1.5,NA,"",NA,NA,"jeells@neoninc.org","bzale@field-ops.org",""
"OSBS","OSBS_007",20150304,31,NA,"01565",15.8,130,NA,NA,"sbt",1,13.8,2,3.6,3.3,3,"",NA,NA,"jeells@neoninc.org","bzale@field-ops.org",""
"OSBS","OSBS_007",20150304,31,NA,"01566",40.5,130,NA,NA,"sbt",1,15.5,3,9.7,9.6,NA,"",NA,NA,"jeells@neoninc.org","bzale@field-ops.org",""
"OSBS","OSBS_007",20150304,31,NA,"01568",21.4,130,NA,NA,"sbt",1,10.8,2.3,4,1.9,3,"",NA,NA,"jeells@neoninc.org","bzale@field-ops.org",""
"OSBS","OSBS_007",20150304,31,NA,"01570",19.8,130,NA,NA,"sbt",1,11.2,2,5.1,3.9,4,"",NA,NA,"jeells@neoninc.org","bzale@field-ops.org",""
"OSBS","OSBS_007",20150304,32,NA,"01571",18,130,NA,NA,"sbt",1,10.3,1.7,3.1,2.3,4,"",NA,NA,"jeells@neoninc.org","bzale@field-ops.org",""
"OSBS","OSBS_007",20150304,32,NA,"01574",20.4,130,NA,NA,"sbt",1,6.9,7.6,5.2,3.8,3,"",NA,NA,"jeells@neoninc.org","bzale@field-ops.org",""
"OSBS","OSBS_007",20150304,32,NA,"01580",10.9,130,NA,NA,"sbt",2,8,1,0,0,NA,"",NA,NA,"jeells@neoninc.org","bzale@field-ops.org","height at break.  Need canopy diameter"
"OSBS","OSBS_007",20150304,32,NA,"01589",12.2,130,NA,NA,"sbt",1,9.7,1.4,2.4,1.9,4,"",NA,NA,"jeells@neoninc.org","bzale@field-ops.org",""
"OSBS","OSBS_007",20150304,41,NA,"01591",11.8,130,NA,NA,"sbt",1,7,1.6,2.4,2.1,5,"",NA,NA,"jeells@neoninc.org","bzale@field-ops.org",""
"OSBS","OSBS_007",20150304,41,NA,"01593",12.5,130,NA,NA,"sbt",1,10,2.5,2.5,2,4,"",NA,NA,"jeells@neoninc.org","bzale@field-ops.org",""
"OSBS","OSBS_007",20150304,40,NA,"01906",22.1,140,NA,NA,"sbt",1,10.9,2.1,3.9,3.5,3,"",NA,NA,"jeells@neoninc.org","bzale@field-ops.org",""
"OSBS","OSBS_007",20150304,40,NA,"01908",11.7,130,NA,NA,"sbt",1,5.2,2,3.1,1.4,4,"",NA,NA,"jeells@neoninc.org","bzale@field-ops.org",""
"OSBS","OSBS_007",20150304,40,NA,"01909",18.4,130,NA,NA,"sbt",1,11.2,2,3.5,2.2,3,"",NA,NA,"jeells@neoninc.org","bzale@field-ops.org",""
"OSBS","OSBS_007",20150304,40,NA,"01910",23.4,130,NA,NA,"sbt",1,11,2.2,6.3,4.5,3,"",NA,NA,"jeells@neoninc.org","bzale@field-ops.org",""
"OSBS","OSBS_007",20150304,40,NA,"01911",10,130,NA,NA,"sbt",1,2,2,2.9,2,4,"",NA,NA,"jeells@neoninc.org","bzale@field-ops.org",""
"OSBS","OSBS_007",20150304,40,NA,"01912",13.3,130,NA,NA,"sbt",2,8,3,0,0,NA,"",NA,NA,"jeells@neoninc.org","bzale@field-ops.org",""
"OSBS","OSBS_007",20150304,40,NA,"01913",12.9,130,NA,NA,"sbt",1,9,2.2,2.6,1.1,3,"",NA,NA,"jeells@neoninc.org","bzale@field-ops.org",""
"OSBS","OSBS_007",20150304,40,NA,"01914",11.1,130,NA,NA,"sbt",1,5.6,1.9,2.1,1.3,3,"",NA,NA,"jeells@neoninc.org","bzale@field-ops.org",""
"OSBS","OSBS_007",20150304,40,NA,"01915",16,130,NA,NA,"sbt",1,9.4,2.4,3.9,3,3,"",NA,NA,"jeells@neoninc.org","bzale@field-ops.org",""
"OSBS","OSBS_007",20150304,41,NA,"01917",13.6,130,NA,NA,"sbt",1,8.9,2.1,3.1,1.6,3,"",NA,NA,"jeells@neoninc.org","bzale@field-ops.org",""
"OSBS","OSBS_007",20150304,41,NA,"01918",14.2,130,NA,NA,"sbt",1,8,2,4.2,2.1,4,"",NA,NA,"jeells@neoninc.org","bzale@field-ops.org",""
"OSBS","OSBS_007",20150304,41,NA,"01921",16.1,130,NA,NA,"sbt",1,7.2,2.1,5.4,3.1,3,"",NA,NA,"jeells@neoninc.org","bzale@field-ops.org",""
"OSBS","OSBS_007",20150304,41,NA,"01925",18.2,130,NA,NA,"sbt",1,9.6,2,4.3,2.6,3,"",NA,NA,"jeells@neoninc.org","bzale@field-ops.org",""
"OSBS","OSBS_007",20151001,31,NA,"1556",25,130,NA,NA,"sbt",1,10.4,2,5.7,4.8,3,"",NA,NA,"lwilkinson@field-ops.org, jshaffer@field-ops.org","tantony@field-ops.org",""
"OSBS","OSBS_007",20151001,31,NA,"1558",24.4,130,NA,NA,"sbt",1,10.8,1,5.7,3.8,3,"",NA,NA,"lwilkinson@field-ops.org, jshaffer@field-ops.org","tantony@field-ops.org",""
"OSBS","OSBS_007",20151001,31,NA,"1560",10,130,NA,NA,"sbt",1,12.1,1,2.1,1.6,3,"",NA,NA,"lwilkinson@field-ops.org, jshaffer@field-ops.org","tantony@field-ops.org",""
"OSBS","OSBS_007",20151001,31,NA,"1561",10.4,130,NA,NA,"sbt",2,3.5,1.8,0,0,4,"",NA,NA,"lwilkinson@field-ops.org, jshaffer@field-ops.org","tantony@field-ops.org",""
"OSBS","OSBS_007",20151001,31,NA,"1565",16.5,130,NA,NA,"sbt",1,13.9,2,2.9,2.3,3,"",NA,NA,"lwilkinson@field-ops.org, jshaffer@field-ops.org","tantony@field-ops.org",""
"OSBS","OSBS_007",20151001,31,NA,"1566",41.1,130,NA,NA,"sbt",1,16.1,2.5,11.2,10.8,2,"",NA,NA,"lwilkinson@field-ops.org, jshaffer@field-ops.org","tantony@field-ops.org",""
"OSBS","OSBS_007",20151001,31,NA,"1568",21.7,130,NA,NA,"sbt",1,11.4,1.6,4.2,3,3,"",NA,NA,"lwilkinson@field-ops.org, jshaffer@field-ops.org","tantony@field-ops.org",""
"OSBS","OSBS_007",20151001,31,NA,"1570",20.1,130,NA,NA,"sbt",1,11.9,1.7,4.4,2.6,3,"",NA,NA,"lwilkinson@field-ops.org, jshaffer@field-ops.org","tantony@field-ops.org",""
"OSBS","OSBS_007",20151001,32,NA,"1571",18.3,130,NA,NA,"sbt",1,9.5,2.3,4.1,3.5,3,"",NA,NA,"lwilkinson@field-ops.org, jshaffer@field-ops.org","tantony@field-ops.org",""
"OSBS","OSBS_007",20151001,32,NA,"1574",20.7,130,NA,NA,"sbt",1,9.3,2,5.3,3.2,3,"",NA,NA,"lwilkinson@field-ops.org, jshaffer@field-ops.org","tantony@field-ops.org",""
"OSBS","OSBS_007",20151001,32,NA,"1580",11.2,130,NA,NA,"sbt",2,2.1,0.2,0,0,5,"",NA,NA,"lwilkinson@field-ops.org, jshaffer@field-ops.org","tantony@field-ops.org","diameter at break- 1.0"
"OSBS","OSBS_007",20151001,32,NA,"1587",10.5,130,NA,NA,"sbt",1,2,2,1.7,1.5,3,"",NA,NA,"lwilkinson@field-ops.org, jshaffer@field-ops.org","tantony@field-ops.org",""
"OSBS","OSBS_007",20151001,32,NA,"1589",12.7,130,NA,NA,"sbt",1,1.5,1.6,2.9,2.2,3,"",NA,NA,"lwilkinson@field-ops.org, jshaffer@field-ops.org","tantony@field-ops.org",""
"OSBS","OSBS_007",20151001,41,NA,"1591",11.9,130,NA,NA,"sbt",1,6.4,1.8,3.1,1.5,3,"",NA,NA,"lwilkinson@field-ops.org, jshaffer@field-ops.org","tantony@field-ops.org",""
"OSBS","OSBS_007",20151001,41,NA,"1592",10.1,130,NA,NA,"smt",1,8.6,2,2.3,1.2,3,"",NA,NA,"lwilkinson@field-ops.org, jshaffer@field-ops.org","tantony@field-ops.org",""
"OSBS","OSBS_007",20151001,41,NA,"1593",15.1,130,NA,NA,"sbt",1,8.5,2,2.6,2.1,3,"",NA,NA,"lwilkinson@field-ops.org, jshaffer@field-ops.org","tantony@field-ops.org","diameter at break- 4"
"OSBS","OSBS_007",20151001,40,NA,"1906",22.5,130,NA,NA,"sbt",1,11.6,1.9,3.4,3.4,3,"",NA,NA,"lwilkinson@field-ops.org, jshaffer@field-ops.org","tantony@field-ops.org",""
"OSBS","OSBS_007",20151001,40,NA,"1908",12,130,NA,NA,"sbt",1,5,2,4.5,0.8,3,"",NA,NA,"lwilkinson@field-ops.org, jshaffer@field-ops.org","tantony@field-ops.org",""
"OSBS","OSBS_007",20151001,40,NA,"1909",19.1,130,NA,NA,"sbt",1,9.8,2.1,3.9,2.9,3,"",NA,NA,"lwilkinson@field-ops.org, jshaffer@field-ops.org","tantony@field-ops.org",""
"OSBS","OSBS_007",20151001,40,NA,"1910",23.8,130,NA,NA,"sbt",1,10,2,5.6,3.3,3,"",NA,NA,"lwilkinson@field-ops.org, jshaffer@field-ops.org","tantony@field-ops.org",""
"OSBS","OSBS_007",20151001,40,NA,"1912",13.7,130,NA,NA,"sbt",2,7,2,0,0,4,"",NA,NA,"lwilkinson@field-ops.org, jshaffer@field-ops.org","tantony@field-ops.org",""
"OSBS","OSBS_007",20151001,40,NA,"1913",13,130,NA,NA,"sbt",1,9.2,2.1,1.1,0.9,4,"",NA,NA,"lwilkinson@field-ops.org, jshaffer@field-ops.org","tantony@field-ops.org",""
"OSBS","OSBS_007",20151001,40,NA,"1914",11.1,130,NA,NA,"sbt",1,6,1.9,2.8,2.1,4,"",NA,NA,"lwilkinson@field-ops.org, jshaffer@field-ops.org","tantony@field-ops.org",""
"OSBS","OSBS_007",20151001,40,NA,"1915",16.5,130,NA,NA,"sbt",1,10.3,20,3.4,1.8,3,"",NA,NA,"lwilkinson@field-ops.org, jshaffer@field-ops.org","tantony@field-ops.org",""
"OSBS","OSBS_007",20151001,41,NA,"1917",14.3,130,NA,NA,"sbt",1,9.2,1.9,4.2,1.6,3,"",NA,NA,"lwilkinson@field-ops.org, jshaffer@field-ops.org","tantony@field-ops.org",""
"OSBS","OSBS_007",20151001,41,NA,"1918",14.2,130,NA,NA,"sbt",2,6.8,2.1,0,0,3,"",NA,NA,"lwilkinson@field-ops.org, jshaffer@field-ops.org","tantony@field-ops.org",""
"OSBS","OSBS_007",20151001,41,NA,"1921",16.9,130,NA,NA,"sbt",1,11.2,1,2.5,2.3,3,"",NA,NA,"lwilkinson@field-ops.org, jshaffer@field-ops.org","tantony@field-ops.org",""
"OSBS","OSBS_007",20151001,41,NA,"1925",18.7,130,NA,NA,"sbt",6,9.6,2.1,3.4,3.2,3,"",NA,NA,"lwilkinson@field-ops.org, jshaffer@field-ops.org","tantony@field-ops.org",""
"OSBS","OSBS_008",20150909,41,NA,"00771",26.2,130,NA,NA,"sbt",1,16.4,1.4,7.5,6.8,2,"",NA,NA,"jshaffer@field-ops.org","tantony@field-ops.org",""
"OSBS","OSBS_008",20150909,41,NA,"00773",11.2,130,NA,NA,"sbt",1,9.6,1.3,2.2,1.5,3,"",NA,NA,"jshaffer@field-ops.org","tantony@field-ops.org",""
"OSBS","OSBS_008",20150909,41,NA,"00774",10.6,130,NA,NA,"sbt",1,10.6,1.2,2,1.6,4,"",NA,NA,"jshaffer@field-ops.org","tantony@field-ops.org",""
"OSBS","OSBS_008",20150909,41,NA,"00778",16.5,130,NA,NA,"sbt",1,10.4,1.4,4.2,3.6,3,"",NA,NA,"jshaffer@field-ops.org","tantony@field-ops.org",""
"OSBS","OSBS_008",20150909,41,NA,"00781",11,130,NA,NA,"sbt",1,11.21,1.3,2.3,1.6,3,"",NA,NA,"jshaffer@field-ops.org","tantony@field-ops.org",""
"OSBS","OSBS_008",20150909,41,NA,"00784",22.9,130,NA,NA,"sbt",4,10.2,1.1,3.2,1.3,4,"",NA,NA,"jshaffer@field-ops.org","tantony@field-ops.org",""
"OSBS","OSBS_008",20150909,31,NA,"00785",37.1,130,NA,NA,"sbt",1,12.9,1.4,10.6,8.2,3,"",NA,NA,"jshaffer@field-ops.org","tantony@field-ops.org",""
"OSBS","OSBS_008",20150909,31,NA,"00786",27.8,130,NA,NA,"sbt",1,12.5,1.2,9,4.5,3,"",NA,NA,"jshaffer@field-ops.org","tantony@field-ops.org",""
"OSBS","OSBS_008",20150909,40,NA,"00787",27,130,NA,NA,"sbt",1,7.5,1.4,2,1.8,4,"",NA,NA,"jshaffer@field-ops.org","tantony@field-ops.org",""
"OSBS","OSBS_008",20150909,31,NA,"00788",10.4,130,NA,NA,"sbt",1,8.4,1.4,3.5,3,4,"",NA,NA,"jshaffer@field-ops.org","tantony@field-ops.org",""
"OSBS","OSBS_008",20150909,31,NA,"00789",28.9,130,NA,NA,"sbt",1,14.7,1.3,8.9,6.9,4,"",NA,NA,"jshaffer@field-ops.org","tantony@field-ops.org",""
"OSBS","OSBS_008",20150909,32,NA,"00790",31.4,130,NA,NA,"sbt",2,2,1.7,1.9,1.7,4,"",NA,NA,"jshaffer@field-ops.org","tantony@field-ops.org",""
"OSBS","OSBS_008",20150909,32,NA,"00791",10.1,130,NA,NA,"sbt",1,8.9,0.4,2,1.7,3,"",NA,NA,"jshaffer@field-ops.org","tantony@field-ops.org",""
"OSBS","OSBS_009",20151013,31,1,"00932",44.2,130,NA,NA,"sbt",6,14.6,1.4,4.9,3.9,3,"",NA,NA,"psoucy@field-ops.org","mkerstein@field-ops.org","Top is broken"
"OSBS","OSBS_009",20151013,31,NA,"00941",52.3,130,NA,NA,"sbt",1,21.8,0.9,9.7,8,3,"",NA,NA,"psoucy@field-ops.org","mkerstein@field-ops.org","butressed"
"OSBS","OSBS_009",20151013,31,NA,"00942A",12,130,NA,NA,"sis",1,4.5,1,5,3.5,4,"",NA,NA,"psoucy@field-ops.org","mkerstein@field-ops.org",""
"OSBS","OSBS_009",20151013,31,NA,"00944a",10,130,NA,NA,"sis",1,5.6,0.8,3.9,1.7,4,"",NA,NA,"psoucy@field-ops.org","mkerstein@field-ops.org",""
"OSBS","OSBS_009",20151013,31,NA,"00945",17.2,130,NA,NA,"sbt",1,5.2,1.6,4.7,3.8,4,"",NA,NA,"psoucy@field-ops.org","mkerstein@field-ops.org",""
"OSBS","OSBS_009",20151013,31,NA,"0094b",13.2,130,NA,NA,"sis",7,0,0,0,0,NA,"",NA,NA,"psoucy@field-ops.org","mkerstein@field-ops.org",""
"OSBS","OSBS_009",20151013,32,NA,"00953",38.5,130,NA,NA,"sbt",1,15.1,1.1,13.2,11,3,"",NA,NA,"psoucy@field-ops.org","mkerstein@field-ops.org",""
"OSBS","OSBS_009",20151013,32,2,"00961a",32.6,130,NA,NA,"mbt",1,16.8,1.8,11.4,10.7,3,"",NA,NA,"psoucy@field-ops.org","mkerstein@field-ops.org",""
