siteID,date,plotID,subplotID,nestedSubplotID,tagID,stemDiameter,measurementHeight,canopyPosition,maxCanopyDiameter,ninetyCanopyDiameter,VD1height,VD2height,stemStatus,shrubShape,maxBaseCanopyDiameter,ninetyBaseCanopyDiameter,measuredBy,recordedBy,remarks
UKFS,20150831,UKFS_031,41,,2351,36.5,130,2,,,,,1,,,,AGUTTING@FIELD-OPS.ORG,SROBERTS@FIELD-OPS.ORG,
UKFS,20150831,UKFS_031,41,,2352,22.5,130,3,,,,,1,,,,AGUTTING@FIELD-OPS.ORG,SROBERTS@FIELD-OPS.ORG,
UKFS,20150831,UKFS_031,41,,2353,21.8,130,3,,,,,1,,,,AGUTTING@FIELD-OPS.ORG,SROBERTS@FIELD-OPS.ORG,
UKFS,20150831,UKFS_031,41,,2354,4.2,130,5,,,,,1,,,,AGUTTING@FIELD-OPS.ORG,SROBERTS@FIELD-OPS.ORG,
UKFS,20150831,UKFS_031,41,,2355,17.3,130,4,,,,,1,,,,AGUTTING@FIELD-OPS.ORG,SROBERTS@FIELD-OPS.ORG,
UKFS,20150831,UKFS_031,41,,2355A,13.3,130,4,,,,,2,,,,AGUTTING@FIELD-OPS.ORG,SROBERTS@FIELD-OPS.ORG,
UKFS,20150831,UKFS_031,41,,2356,4.4,130,4,,,,,1,,,,AGUTTING@FIELD-OPS.ORG,SROBERTS@FIELD-OPS.ORG,
UKFS,20150831,UKFS_031,41,,2357,6.9,130,4,,,,,1,,,,AGUTTING@FIELD-OPS.ORG,SROBERTS@FIELD-OPS.ORG,
UKFS,20150831,UKFS_031,41,,2358,4.1,130,4,,,,,1,,,,AGUTTING@FIELD-OPS.ORG,SROBERTS@FIELD-OPS.ORG,
UKFS,20150831,UKFS_031,41,,2359,14.9,130,3,,,,,1,,,,AGUTTING@FIELD-OPS.ORG,SROBERTS@FIELD-OPS.ORG,
UKFS,20150831,UKFS_031,41,,2360,3.1,130,4,,,,,1,,,,AGUTTING@FIELD-OPS.ORG,SROBERTS@FIELD-OPS.ORG,
UKFS,20150831,UKFS_031,41,,2361,5.9,130,4,,,,,1,,,,AGUTTING@FIELD-OPS.ORG,SROBERTS@FIELD-OPS.ORG,
UKFS,20150831,UKFS_031,41,,2362,11.6,130,4,,,,,1,,,,AGUTTING@FIELD-OPS.ORG,SROBERTS@FIELD-OPS.ORG,
UKFS,20150831,UKFS_031,41,,2363,26.5,130,3,,,,,2,,,,AGUTTING@FIELD-OPS.ORG,SROBERTS@FIELD-OPS.ORG,
UKFS,20150831,UKFS_031,41,,2364,37.5,130,3,,,,,2,,,,AGUTTING@FIELD-OPS.ORG,SROBERTS@FIELD-OPS.ORG,
UKFS,20150831,UKFS_031,41,,2365,28.6,130,3,,,,,2,,,,AGUTTING@FIELD-OPS.ORG,SROBERTS@FIELD-OPS.ORG,
UKFS,20150831,UKFS_031,41,,2366,,,4,2.9,2.1,3.4,,1,icn,10,10,AGUTTING@FIELD-OPS.ORG,SROBERTS@FIELD-OPS.ORG,
UKFS,20150831,UKFS_031,41,,2367,14.8,130,4,,,,,1,,,,AGUTTING@FIELD-OPS.ORG,SROBERTS@FIELD-OPS.ORG,
UKFS,20150831,UKFS_031,41,,2368,34.3,130,3,,,,,1,,,,AGUTTING@FIELD-OPS.ORG,SROBERTS@FIELD-OPS.ORG,
UKFS,20150831,UKFS_031,41,,2369,44.5,130,2,,,,,1,,,,AGUTTING@FIELD-OPS.ORG,SROBERTS@FIELD-OPS.ORG,
UKFS,20150831,UKFS_031,41,,2370,8.4,130,4,,,,,1,,,,AGUTTING@FIELD-OPS.ORG,SROBERTS@FIELD-OPS.ORG,
UKFS,20150831,UKFS_031,41,,2371,14.5,130,4,,,,,2,,,,AGUTTING@FIELD-OPS.ORG,SROBERTS@FIELD-OPS.ORG,
UKFS,20150831,UKFS_031,41,,2372,8.6,130,4,,,,,2,,,,AGUTTING@FIELD-OPS.ORG,SROBERTS@FIELD-OPS.ORG,
UKFS,20150831,UKFS_031,41,,2373,13.7,130,4,,,,,1,,,,AGUTTING@FIELD-OPS.ORG,SROBERTS@FIELD-OPS.ORG,
UKFS,20150831,UKFS_031,41,,2374,11.3,130,4,,,,,1,,,,AGUTTING@FIELD-OPS.ORG,SROBERTS@FIELD-OPS.ORG,
UKFS,20150831,UKFS_031,41,,2375,13.7,130,4,,,,,1,,,,AGUTTING@FIELD-OPS.ORG,SROBERTS@FIELD-OPS.ORG,
UKFS,20150831,UKFS_031,41,,2376,11.2,130,4,,,,,1,,,,AGUTTING@FIELD-OPS.ORG,SROBERTS@FIELD-OPS.ORG,
UKFS,20150831,UKFS_031,41,,2377,10.1,130,4,,,,,1,,,,AGUTTING@FIELD-OPS.ORG,SROBERTS@FIELD-OPS.ORG,
UKFS,20150831,UKFS_031,41,,2378,4,130,4,,,,,1,,,,AGUTTING@FIELD-OPS.ORG,SROBERTS@FIELD-OPS.ORG,
UKFS,20150831,UKFS_031,41,,2379,58.2,130,2,,,,,1,,,,AGUTTING@FIELD-OPS.ORG,SROBERTS@FIELD-OPS.ORG,
UKFS,20150831,UKFS_031,39,,2380,24.8,60,4,,,,,7,,,,SROBERTS@FIELD-OPS.ORG,AGUTTING@FIELD-OPS.ORG,
UKFS,20150831,UKFS_031,39,,2381,26.1,130,2,,,,,1,,,,SROBERTS@FIELD-OPS.ORG,AGUTTING@FIELD-OPS.ORG,
UKFS,20150831,UKFS_031,39,,2382,11.3,130,4,,,,,2,,,,SROBERTS@FIELD-OPS.ORG,AGUTTING@FIELD-OPS.ORG,
UKFS,20150831,UKFS_031,39,,2383,8.5,130,4,8.5,0,1.5,,2,,,,SROBERTS@FIELD-OPS.ORG,AGUTTING@FIELD-OPS.ORG,BROKEN BOLE
UKFS,20150831,UKFS_031,39,,2384,6.2,130,4,,,,,1,,,,SROBERTS@FIELD-OPS.ORG,AGUTTING@FIELD-OPS.ORG,
UKFS,20150831,UKFS_031,39,,2385,23.1,130,3,,,,,2,,,,SROBERTS@FIELD-OPS.ORG,AGUTTING@FIELD-OPS.ORG,
UKFS,20150831,UKFS_031,39,,2386,29.3,130,2,,,,,1,,,,SROBERTS@FIELD-OPS.ORG,AGUTTING@FIELD-OPS.ORG,
UKFS,20150831,UKFS_031,39,,2387,5.5,130,4,,,,,1,,,,SROBERTS@FIELD-OPS.ORG,AGUTTING@FIELD-OPS.ORG,
UKFS,20150831,UKFS_031,39,,2388,8.8,130,4,,,,,1,,,,SROBERTS@FIELD-OPS.ORG,AGUTTING@FIELD-OPS.ORG,
UKFS,20150831,UKFS_031,39,,2389,17.2,130,3,,,,,1,,,,SROBERTS@FIELD-OPS.ORG,AGUTTING@FIELD-OPS.ORG,
UKFS,20150831,UKFS_031,39,,2391,6.1,130,4,,,,,7,,,,SROBERTS@FIELD-OPS.ORG,AGUTTING@FIELD-OPS.ORG,
UKFS,20150831,UKFS_031,39,,2394,7.1,130,4,,,,,1,,,,SROBERTS@FIELD-OPS.ORG,AGUTTING@FIELD-OPS.ORG,
UKFS,20150831,UKFS_031,39,,2395,7.9,130,4,,,,,1,,,,SROBERTS@FIELD-OPS.ORG,AGUTTING@FIELD-OPS.ORG,
UKFS,20150831,UKFS_031,39,,2396,8,130,4,,,,,7,,,,SROBERTS@FIELD-OPS.ORG,AGUTTING@FIELD-OPS.ORG,
UKFS,20150831,UKFS_031,39,,2398,26.4,130,2,,,,,1,,,,SROBERTS@FIELD-OPS.ORG,AGUTTING@FIELD-OPS.ORG,
UKFS,20150831,UKFS_031,39,,2399,33,130,3,,,,,1,,,,SROBERTS@FIELD-OPS.ORG,AGUTTING@FIELD-OPS.ORG,
UKFS,20150831,UKFS_031,39,,2400,7.5,130,4,,,,,7,,,,SROBERTS@FIELD-OPS.ORG,AGUTTING@FIELD-OPS.ORG,
,,UKFS_031,39,,2390,3.9,130,5,,,,,1,,,,SROBERTS@FIELD-OPS.ORG,AGUTTING@FIELD-OPS.ORG,
,,UKFS_031,39,,2397,18.9,130,5,,,,,1,,,,SROBERTS@FIELD-OPS.ORG,AGUTTING@FIELD-OPS.ORG,
,,UKFS_031,39,,2393,16,130,4,,,,,2,,,,SROBERTS@FIELD-OPS.ORG,AGUTTING@FIELD-OPS.ORG,
UKFS,20150815,UKFS_032,41,,1,3.6,130,5,,,,,2,,,,agutting@field-ops.org,amau@field-ops.org,
UKFS,20150815,UKFS_032,41,,10,5.2,130,4,,,,,2,,,,agutting@field-ops.org,amau@field-ops.org,
UKFS,20150815,UKFS_032,23,2,100,1.4,10,5,,,,,1,,,,"amau@field-ops.org, sroberts@field-ops.org, agutting@field-ops.org",mharris@field-ops.org,
UKFS,20150815,UKFS_032,41,,11,14.3,130,3,,,,,1,,,,agutting@field-ops.org,amau@field-ops.org,
UKFS,20150815,UKFS_032,41,,12,1.8,130,5,,,,,1,,,,agutting@field-ops.org,amau@field-ops.org,
UKFS,20150815,UKFS_032,41,,13,18.6,130,3,,,,,1,,,,agutting@field-ops.org,amau@field-ops.org,
UKFS,20150815,UKFS_032,41,,14,7.8,130,4,,,,,1,,,,agutting@field-ops.org,amau@field-ops.org,
UKFS,20150815,UKFS_032,41,,141,8.1,130,4,,,,,1,,,,sroberts@field-ops.org,mharris@field-ops.org,
UKFS,20150815,UKFS_032,41,,142,13.7,130,3,,,,,1,,,,sroberts@field-ops.org,mharris@field-ops.org,
UKFS,20150815,UKFS_032,41,,143,,,5,5.5,4.6,2.2,,1,icn,3,2.5,sroberts@field-ops.org,mharris@field-ops.org,
UKFS,20150815,UKFS_032,41,,144,20.2,130,2,,,,,1,,,,sroberts@field-ops.org,mharris@field-ops.org,
UKFS,20150815,UKFS_032,41,,145,1.1,130,4,,,,,1,,,,"amau@field-ops.org, agutting@field-ops.org, sroberts@field-ops.org",mharris@field-ops.org,
UKFS,20150815,UKFS_032,41,,146,16.8,130,2,,,,,1,,,,sroberts@field-ops.org,mharris@field-ops.org,
UKFS,20150815,UKFS_032,41,,147,2.1,130,4,,,,,1,,,,sroberts@field-ops.org,mharris@field-ops.org,
UKFS,20150815,UKFS_032,41,,148,17.6,130,2,,,,,1,,,,sroberts@field-ops.org,mharris@field-ops.org,
UKFS,20150815,UKFS_032,41,,149,14.9,130,3,,,,,1,,,,sroberts@field-ops.org,mharris@field-ops.org,
UKFS,20150815,UKFS_032,41,,15,72.7,130,2,,,,,2,,,,agutting@field-ops.org,amau@field-ops.org,
UKFS,20150815,UKFS_032,41,,150,15.6,130,4,,,,,1,,,,sroberts@field-ops.org,mharris@field-ops.org,
UKFS,20150815,UKFS_032,41,,151,11.7,130,3,,,,,2,,,,sroberts@field-ops.org,mharris@field-ops.org,
UKFS,20150815,UKFS_032,41,,152,5.7,130,5,,,,,1,,,,sroberts@field-ops.org,mharris@field-ops.org,
UKFS,20150815,UKFS_032,41,,153,9.5,130,4,,,,,1,,,,sroberts@field-ops.org,mharris@field-ops.org,
UKFS,20150815,UKFS_032,41,,154,16.5,130,3,,,,,1,,,,sroberts@field-ops.org,mharris@field-ops.org,
UKFS,20150815,UKFS_032,41,,155,4.3,130,5,,,,,1,,,,sroberts@field-ops.org,mharris@field-ops.org,
UKFS,20150815,UKFS_032,41,,156,6.5,130,5,,,,,2,,,,sroberts@field-ops.org,mharris@field-ops.org,
UKFS,20150815,UKFS_032,41,,157,15.1,130,3,,,,,1,,,,sroberts@field-ops.org,mharris@field-ops.org,
UKFS,20150815,UKFS_032,23,,158,16,130,3,,,,,1,,,,sroberts@field-ops.org,mharris@field-ops.org,
UKFS,20150815,UKFS_032,23,,159,22.3,130,2,,,,,7,,,,sroberts@field-ops.org,mharris@field-ops.org,
UKFS,20150815,UKFS_032,23,,160,19.8,130,2,,,,,1,,,,sroberts@field-ops.org,mharris@field-ops.org,
UKFS,20150815,UKFS_032,23,,161,6.8,130,5,,,,,1,,,,sroberts@field-ops.org,mharris@field-ops.org,
UKFS,20150815,UKFS_032,23,,162,15.6,130,2,,,,,1,,,,sroberts@field-ops.org,mharris@field-ops.org,
UKFS,20150815,UKFS_032,23,,163,2.7,10,5,,,,,1,,,,sroberts@field-ops.org,mharris@field-ops.org,
UKFS,20150815,UKFS_032,23,,164,10,130,3,,,,,1,,,,sroberts@field-ops.org,mharris@field-ops.org,
UKFS,20150815,UKFS_032,23,,165,9,130,4,,,,,2,,,,sroberts@field-ops.org,mharris@field-ops.org,
UKFS,20150815,UKFS_032,23,,166,9.7,130,3,,,,,7,,,,sroberts@field-ops.org,mharris@field-ops.org,
UKFS,20150815,UKFS_032,23,,167,1.6,130,5,,,,,2,,,,sroberts@field-ops.org,mharris@field-ops.org,
UKFS,20150815,UKFS_032,23,,168,2.4,130,5,,,,,1,,,,sroberts@field-ops.org,mharris@field-ops.org,
UKFS,20150815,UKFS_032,23,,169,9,130,4,,,,,1,,,,sroberts@field-ops.org,mharris@field-ops.org,
UKFS,20150815,UKFS_032,41,,17,14.9,130,3,,,,,1,,,,agutting@field-ops.org,amau@field-ops.org,
UKFS,20150815,UKFS_032,23,,170,19.1,130,2,,,,,7,,,,sroberts@field-ops.org,mharris@field-ops.org,
UKFS,20150815,UKFS_032,23,,171,2.7,130,5,,,,,1,,,,sroberts@field-ops.org,mharris@field-ops.org,
UKFS,20150815,UKFS_032,23,,172,16.2,130,2,,,,,1,,,,sroberts@field-ops.org,mharris@field-ops.org,
UKFS,20150815,UKFS_032,23,,173,26.5,130,2,,,,,1,,,,sroberts@field-ops.org,mharris@field-ops.org,
UKFS,20150815,UKFS_032,23,,174,11,130,4,,,,,1,,,,sroberts@field-ops.org,mharris@field-ops.org,
UKFS,20150815,UKFS_032,23,,175,10.2,130,5,1.6,0,9.8,,2,,,,sroberts@field-ops.org,mharris@field-ops.org,
UKFS,20150815,UKFS_032,23,,176,3.6,130,4,,,,,1,,,,sroberts@field-ops.org,mharris@field-ops.org,
UKFS,20150815,UKFS_032,23,,177,49.6,130,2,,,,,1,,,,"amau@field-ops.org, agutting@field-ops.org, sroberts@field-ops.org",mharris@field-ops.org,
UKFS,20150815,UKFS_032,23,,177a,13.4,130,4,,,,,1,,,,"amau@field-ops.org, agutting@field-ops.org, sroberts@field-ops.org",mharris@field-ops.org,
UKFS,20150815,UKFS_032,23,,178,20.1,130,2,,,,,1,,,,"amau@field-ops.org, agutting@field-ops.org, sroberts@field-ops.org",mharris@field-ops.org,
UKFS,20150815,UKFS_032,23,,179,4.9,130,5,,,,,1,,,,"amau@field-ops.org, agutting@field-ops.org, sroberts@field-ops.org",mharris@field-ops.org,
UKFS,20150815,UKFS_032,41,,18,7.2,130,4,,,,,1,,,,agutting@field-ops.org,amau@field-ops.org,
UKFS,20150815,UKFS_032,23,,180,23,130,3,,,,,1,,,,"amau@field-ops.org, agutting@field-ops.org, sroberts@field-ops.org",mharris@field-ops.org,
UKFS,20150815,UKFS_032,23,,181,12.7,130,4,,,,,1,,,,"amau@field-ops.org, agutting@field-ops.org, sroberts@field-ops.org",mharris@field-ops.org,
UKFS,20150815,UKFS_032,23,,182,18,130,3,,,,,1,,,,"amau@field-ops.org, agutting@field-ops.org, sroberts@field-ops.org",mharris@field-ops.org,
UKFS,20150815,UKFS_032,23,,183,7.5,130,4,,,,,1,,,,"amau@field-ops.org, agutting@field-ops.org, sroberts@field-ops.org",mharris@field-ops.org,
UKFS,20150815,UKFS_032,23,,184,8.9,130,4,,,,,1,,,,"amau@field-ops.org, agutting@field-ops.org, sroberts@field-ops.org",mharris@field-ops.org,
UKFS,20150815,UKFS_032,23,,185,24,130,3,,,,,1,,,,sroberts@field-ops.org,mharris@field-ops.org,
UKFS,20150815,UKFS_032,23,,186,12.6,130,4,4.3,,9,,2,,,,"amau@field-ops.org, agutting@field-ops.org, sroberts@field-ops.org",mharris@field-ops.org,Broken bole
UKFS,20150815,UKFS_032,23,,187,29.1,130,3,,,,,1,,,,"amau@field-ops.org, sroberts@field-ops.org, agutting@field-ops.org",mharris@field-ops.org,
UKFS,20150815,UKFS_032,23,,188,11.6,130,4,,,,,1,,,,"amau@field-ops.org, sroberts@field-ops.org, agutting@field-ops.org",mharris@field-ops.org,
UKFS,20150815,UKFS_032,23,,189,13.1,130,4,,,,,1,,,,"amau@field-ops.org, sroberts@field-ops.org, agutting@field-ops.org",mharris@field-ops.org,
UKFS,20150815,UKFS_032,41,,19,17.1,130,3,,,,,1,,,,agutting@field-ops.org,amau@field-ops.org,
UKFS,20150815,UKFS_032,41,4,190,6.6,130,4,,,,,1,,,,"amau@field-ops.org, sroberts@field-ops.org, agutting@field-ops.org",mharris@field-ops.org,
UKFS,20150815,UKFS_032,41,4,191,19.7,130,3,,,,,1,,,,"amau@field-ops.org, sroberts@field-ops.org, agutting@field-ops.org",mharris@field-ops.org,
UKFS,20150815,UKFS_032,41,1,192,14.6,130,3,,,,,1,,,,"amau@field-ops.org, sroberts@field-ops.org, agutting@field-ops.org",mharris@field-ops.org,
UKFS,20150815,UKFS_032,41,1,193,27,130,3,,,,,1,,,,"amau@field-ops.org, sroberts@field-ops.org, agutting@field-ops.org",mharris@field-ops.org,
UKFS,20150815,UKFS_032,23,,194,20.7,130,2,,,,,1,,,,sroberts@field-ops.org,mharris@field-ops.org,
UKFS,20150815,UKFS_032,23,3,195,19.9,130,3,,,,,1,,,,"amau@field-ops.org, sroberts@field-ops.org, agutting@field-ops.org",mharris@field-ops.org,
UKFS,20150815,UKFS_032,23,,196,13.9,130,3,,,,,1,,,,sroberts@field-ops.org,mharris@field-ops.org,
UKFS,20150815,UKFS_032,23,,197,21.4,130,2,,,,,1,,,,sroberts@field-ops.org,mharris@field-ops.org,
UKFS,20150815,UKFS_032,23,3,198,13.9,130,4,,,,,1,,,,"amau@field-ops.org, sroberts@field-ops.org, agutting@field-ops.org",mharris@field-ops.org,
UKFS,20150815,UKFS_032,23,2,199,23.5,130,3,,,,,1,,,,"amau@field-ops.org, sroberts@field-ops.org, agutting@field-ops.org",mharris@field-ops.org,
UKFS,20150815,UKFS_032,41,,2,16,130,3,,,,,1,,,,agutting@field-ops.org,amau@field-ops.org,
UKFS,20150815,UKFS_032,41,,20,9,130,4,,,,,1,,,,agutting@field-ops.org,amau@field-ops.org,
UKFS,20150815,UKFS_032,23,2,200,13.4,130,4,,,,,2,,,,"amau@field-ops.org, sroberts@field-ops.org, agutting@field-ops.org",mharris@field-ops.org,
UKFS,20150815,UKFS_032,41,,21,13.5,130,3,,,,,1,,,,agutting@field-ops.org,amau@field-ops.org,
UKFS,20150815,UKFS_032,41,,22,9.3,130,4,,,,,1,,,,agutting@field-ops.org,amau@field-ops.org,
UKFS,20150815,UKFS_032,41,,23,18.8,130,2,,,,,1,,,,agutting@field-ops.org,amau@field-ops.org,
UKFS,20150815,UKFS_032,41,,24,17.5,130,3,,,,,1,,,,agutting@field-ops.org,amau@field-ops.org,
UKFS,20150815,UKFS_032,41,,25,23.8,130,3,,,,,1,,,,agutting@field-ops.org,amau@field-ops.org,
UKFS,20150815,UKFS_032,41,,26,4.6,125,4,,,,,1,,,,agutting@field-ops.org,amau@field-ops.org,
UKFS,20150815,UKFS_032,41,,27,1.6,10,5,,,,,1,,,,agutting@field-ops.org,amau@field-ops.org,
UKFS,20150815,UKFS_032,41,,28,2,130,4,,,,,1,,,,agutting@field-ops.org,amau@field-ops.org,
UKFS,20150815,UKFS_032,41,,29,21.8,130,4,,,,,1,,,,agutting@field-ops.org,amau@field-ops.org,
UKFS,20150815,UKFS_032,41,,3,13,130,4,,,,,1,,,,agutting@field-ops.org,amau@field-ops.org,
UKFS,20150815,UKFS_032,41,,30,1.5,130,5,,,,,1,,,,agutting@field-ops.org,amau@field-ops.org,
UKFS,20150815,UKFS_032,41,,31,1.5,10,5,,,,,1,,,,agutting@field-ops.org,amau@field-ops.org,
UKFS,20150815,UKFS_032,41,,32,1.7,10,5,,,,,1,,,,agutting@field-ops.org,amau@field-ops.org,
UKFS,20150815,UKFS_032,23,,33,1.1,10,5,,,,,1,,,,agutting@field-ops.org,amau@field-ops.org,
UKFS,20150815,UKFS_032,23,,34,1,10,5,,,,,1,,,,sroberts@field-ops.org,mharris@field-ops.org,
UKFS,20150815,UKFS_032,23,,35,2.5,10,5,,,,,1,,,,agutting@field-ops.org,amau@field-ops.org,
UKFS,20150815,UKFS_032,23,,36,1.8,10,5,,,,,1,,,,agutting@field-ops.org,amau@field-ops.org,
UKFS,20150815,UKFS_032,23,,37,,,5,1.2,0.8,1.6,,1,cyl,,,agutting@field-ops.org,amau@field-ops.org,
UKFS,20150815,UKFS_032,23,,38,2.4,10,5,,,,,2,,,,agutting@field-ops.org,amau@field-ops.org,
UKFS,20150815,UKFS_032,23,,39,,,5,0.7,0.7,1.2,,1,cyl,,,agutting@field-ops.org,amau@field-ops.org,
UKFS,20150815,UKFS_032,41,,4,2.9,130,5,,,,,1,,,,agutting@field-ops.org,amau@field-ops.org,
UKFS,20150815,UKFS_032,23,,40,1.8,10,5,,,,,2,,,,agutting@field-ops.org,amau@field-ops.org,
UKFS,20150815,UKFS_032,23,,41,2.7,10,5,,,,,1,,,,agutting@field-ops.org,amau@field-ops.org,
UKFS,20150815,UKFS_032,23,,42,8.6,130,4,,,,,2,,,,agutting@field-ops.org,amau@field-ops.org,
UKFS,20150815,UKFS_032,23,,43,2,10,5,,,,,2,,,,agutting@field-ops.org,amau@field-ops.org,
UKFS,20150815,UKFS_032,23,,44,1.6,10,5,,,,,1,,,,agutting@field-ops.org,amau@field-ops.org,
UKFS,20150815,UKFS_032,23,,45,2.4,10,5,,,,,2,,,,agutting@field-ops.org,amau@field-ops.org,
UKFS,20150815,UKFS_032,23,,46,1.3,10,5,,,,,1,,,,agutting@field-ops.org,amau@field-ops.org,
UKFS,20150815,UKFS_032,23,,47,1.5,10,5,,,,,1,,,,agutting@field-ops.org,amau@field-ops.org,
UKFS,20150815,UKFS_032,23,,48,10.7,130,3,,,,,2,,,,sroberts@field-ops.org,mharris@field-ops.org,
UKFS,20150815,UKFS_032,23,,49,,,5,0.6,0.6,1,,1,hsp,,,agutting@field-ops.org,amau@field-ops.org,
UKFS,20150815,UKFS_032,41,,5,24,130,3,,,,,2,,,,agutting@field-ops.org,amau@field-ops.org,
UKFS,20150815,UKFS_032,23,,50,1.6,10,5,,,,,1,,,,agutting@field-ops.org,amau@field-ops.org,
UKFS,20150815,UKFS_032,23,,51,,,4,1.1,1,1.6,,1,cyl,,,agutting@field-ops.org,amau@field-ops.org,
UKFS,20150815,UKFS_032,23,,52,6.9,130,4,,,,,1,,,,agutting@field-ops.org,amau@field-ops.org,
UKFS,20150815,UKFS_032,23,,53,2.8,10,5,,,,,2,,,,agutting@field-ops.org,amau@field-ops.org,
UKFS,20150815,UKFS_032,23,,54,2.2,10,5,,,,,2,,,,agutting@field-ops.org,amau@field-ops.org,
UKFS,20150815,UKFS_032,23,,55,4.6,130,4,,,,,2,,,,agutting@field-ops.org,amau@field-ops.org,
UKFS,20150815,UKFS_032,23,,56,5.6,130,4,,,,,1,,,,agutting@field-ops.org,amau@field-ops.org,
UKFS,20150815,UKFS_032,23,,57,1.5,10,5,,,,,1,,,,agutting@field-ops.org,amau@field-ops.org,
UKFS,20150815,UKFS_032,23,,58,1.8,10,5,,,,,1,,,,agutting@field-ops.org,amau@field-ops.org,
UKFS,20150815,UKFS_032,23,,59,1.4,10,5,,,,,1,,,,agutting@field-ops.org,amau@field-ops.org,
UKFS,20150815,UKFS_032,41,,6,21,130,3,,,,,1,,,,agutting@field-ops.org,amau@field-ops.org,
UKFS,20150815,UKFS_032,23,,60,1.2,10,5,,,,,1,,,,agutting@field-ops.org,amau@field-ops.org,
UKFS,20150815,UKFS_032,23,,61,1.6,10,5,,,,,2,,,,agutting@field-ops.org,amau@field-ops.org,
UKFS,20150815,UKFS_032,23,,62,1.5,10,5,,,,,1,,,,agutting@field-ops.org,amau@field-ops.org,
UKFS,20150815,UKFS_032,23,,63,1.3,10,5,,,,,1,,,,agutting@field-ops.org,amau@field-ops.org,
UKFS,20150815,UKFS_032,23,,64,2.5,10,5,,,,,1,,,,agutting@field-ops.org,amau@field-ops.org,
