"siteID","plotID","boutNumber","measuredBy","recordedBy","date","subplot","taxonID","taxonIDRemarks","identificationQualifier","morphospeciesID","morphoSpeciesRemarks","percentCover","remarks","photoID"
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"32.1.10","URDI","","","","",NA,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"31.100","URDI","","","","has stinging hairs",NA,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"32.4.1","AGAL5","","","","",2,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"41.1.10","AGAL5","","","","",NA,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"32.2.10","AGAL5","","","","",NA,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"40.3.10","AGRIM","","","","",NA,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"32.1.10","AGRIM","","","","",NA,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"32.2.1","AGRIM","possibly geum","cf. genus","","",4,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"31.1.10","AGRIM","possibly geum","cf. genus","","",NA,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","sgrischkowski@field-ops.org",20150618,"31.1.1","AGRIM","","cf. genus","","",2,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"40.1.10","AGRIM","","","","",NA,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"32.4.1","AGRIM","","","","",3,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","sgrischkowski@field-ops.org",20150618,"31.4.10","AGRIM","","","","",NA,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"41.4.10","AGRIM","","","","",NA,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"40.1.1","ALPE4","","","","",2,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"41.1.1","ALPE4","","","","",0.5,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"31.1.10","ALPE4","","","","",NA,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"32.4.1","ALPE4","","","","",0.5,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"41.100","ALPE4","","","","",NA,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"31.100","ALPE4","","","","",NA,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"32.2.10","ALPE4","","","","",NA,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"41.1.1","AMARAN","possibly Chenopodium","cf. family","","",0.5,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"41.4.1","AMBR2","","","","",5,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"32.4.1","AMBR2","","","","",3,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"41.1.1","AMBR2","","","","",5,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"40.3.1","AMBR2","","","","",10,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"40.1.1","AMBR2","","","","",0.5,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"41.1.10","BRPU6","","","","",NA,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","sgrischkowski@field-ops.org",20150618,"31.4.10","BRPU6","","","","",NA,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"32.4.1","BRPU6","","","","",0.5,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"41.4.1","BRPU6","","","","",0.5,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"40.3.10","BRPU6","","","","",NA,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","sgrischkowsky@field-ops.org",20150618,"32.2.10","BRPU6","","cf. species","","",NA,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"40.1.10","BRPU6","","","","",NA,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"40.100","CABL","","","","",NA,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"41.1.1","CABL","","","","",3,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"32.4.1","CABL","","","","",8,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"40.3.10","CADA","","cf. species","","",NA,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"41.100","CADA","","cf. Species","","",NA,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","sgrischkowksy@field-ops.org",20150618,"31.4.10","CAJA2","","cf. species","","",NA,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"31.1.1","CAJA2","","cf. Species","","",4,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"32.2.1","CAJA2","","cf. species","","",1,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"41.4.10","CAJA2","","cf. Species","","",NA,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"32.4.10","CALE6","","cf. species","","",NA,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"40.100","CALE6","","cf. species","","",NA,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"40.3.10","CALE6","","cf. species","","",NA,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"32.1.10","CALE6","","cf. species","","",NA,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"31.100","CALE6","","cf. species","","",NA,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"32.1.10","CAMO11","","cf. Species","","",NA,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"31.1.10","CAOV2","","","","",NA,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","sgrischkowski@field-ops.org",20150618,"31.4.10","CAOV2","","","","",NA,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"32.1.10","CAOV2","","","","",NA,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"41.1.1","CAREX","","","","",5,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"40.3.10","CAREX","","","","",NA,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"40.1.1","CAREX","","","","",1,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"41.1.10","CARYA","","","","",NA,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"41.4.1","CARYA","","","","",4,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"32.2.10","CARYA","seedling","","","",NA,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"32.4.1","CARYA","","","","",3,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"40.1.10","CARYA","","","","",NA,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"40.3.10","CARYA","","","","",NA,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"40.100","CECA4","","","","",NA,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"32.1.10","CEOC","","","","",NA,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"41.100","CEOC","","","","",NA,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"41.1.10","CEOC","","","","",NA,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"41.1.1","CILU","","","","",6,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"32.1.10","CILU","","","","",NA,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","sgrischkowski@field-ops.org",20150618,"31.4.10","CODR","","","","",NA,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"40.100","CODR","","","","",NA,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"32.1.10","CODR","","","","",NA,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"32.4.1","CRCA9","","","","",2,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"41.1.10","CRCA9","","","","",NA,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"41.4.1","CRCA9","","","","",1,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"32.2.1","CRCA9","","cf. species","","",1,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"40.100","CRCA9","","","","",NA,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","sgrischkowski@field-ops.org",20150618,"31.4.10","CRCA9","","","","",NA,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","sgrischkowski@field-ops.org",20150618,"31.4.10","CYPERA","vegetative clumps","","","",NA,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"32.2.10","CYPERA","vegetative clump","","","",NA,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"32.4.1","CYPERA","vegetative","","","",1,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"40.3.1","CYPERA","vegetative","","","",0.5,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"41.1.1","CYPERA","vegetative","","","",0.5,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"40.1.1","CYPERA","vegetative","","","",0.5,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","sgrischkowski@field-ops.org",20150618,"31.4.1","DEGL5","","","","",4,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"32.4.10","DEGL5","","","","",NA,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","sgrischkowski@field-ops.org",20150618,"31.1.1","DEGL5","","","","",5,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"41.4.1","DEGL5","","","","",4,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"40.1.1","DEGL5","","","","",2,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"40.3.10","DEGL5","","","","",NA,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"41.1.1","DEGL5","","","","",0.5,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","sgrischkowski@field-ops.org",20150618,"31.4.1","DESMO","","cf. genus","","",1,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","sgrischkowski@field-ops.org",20150618,"31.1.1","DESMO","","cf. genus","","",0.5,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"32.2.1","DESMO","","cf. genus","","",0.5,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"32.2.1","DIOB3","","","","",20,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"31.1.10","DIOB3","","","","",NA,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"41.100","DIOB3","","","","",NA,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"40.3.1","DIOB3","","","","",0.5,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"32.4.1","DIOB3","","","","",1,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"40.1.10","DIOB3","","","","",NA,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"41.1.10","ELVI","","","","",NA,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"32.2.10","ELVI","","","","",NA,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"32.4.10","ELVI","","","","",NA,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"40.3.10","EUPU21","","","","",NA,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","sgrischkowski@field-ops.org",20150618,"31.4.1","EUPU21","","cf. Species","","",14,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"41.100","EUPU21","","","","",NA,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"32.1.10","EUPU21","","","","",NA,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"32.1.10","FASC","","cf. species","","",NA,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"32.1.10","FESU3","","","","",NA,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"40.3.10","FESU3","","","","",NA,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","sgrischkowski@field-ops.org",20150618,"31.4.10","FESU3","","","","",NA,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"31.100","GACI2","","","","",NA,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"41.4.1","GALIU","small; 6 leaves","","","",13,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"31.1.10","GALIU","dark shiny","","","",NA,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"32.2.1","GALIU","","","","",2,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"41.4.10","GALIU","leaves sticky; stem smooth","","","",NA,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"41.1.10","GALIU","","","","",NA,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"40.1.1","GALIU","small; 6 leaves","","","",20,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"40.3.10","GALIU","small; 6 in a whorl","","","",NA,"same galium as previously Idd",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"32.4.1","GALIU","","","","",1,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"40.3.1","GEUM","","","","",2,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"41.4.1","GEUM","","","","",1,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"32.4.1","GEUM","","","","",0.5,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"41.1.10","GEUM","","","","",NA,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"40.1.1","GEUM","","","","",7,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"41.100","GLTR","","","","",NA,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"31.100","HAVI2","","","","",NA,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"32.2.1","HAVI2","","","","",4,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"40.3.1","JUNI","","","","",1,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"41.100","JUNI","","","","",NA,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"32.4.10","JUNI","seedling","cf. genus","","",NA,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"32.1.10","JUNI","","","","",NA,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"32.1.10","JUVI","","","","",NA,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","sgrischkowski@field-ops.org",20150618,"31.4.1","JUVI","","","","",6,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"32.1.10","JUVI","","","","",NA,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"41.4.10","LACA3","","","","",NA,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"40.3.10","LACA3","stinging nettle","cf. genus","","",NA,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"32.1.10","LACTU","","","","",NA,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"32.1.10","LEERS","","cf. genus","","",NA,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","sgrischkowski@field-ops.org",20150618,"31.4.1","LEERS","","cf. genus","","",0.5,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"40.3.10","LEOR","","","","",NA,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"41.1.1","LEOR","","","","",0.5,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"32.4.1","LEOR","","","","",0.5,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"31.100","LIMI9","","","","",NA,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"32.4.1","MECA3","","","","",3,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"41.4.1","MECA3","","","","",1,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"40.3.1","MECA3","","","","",7,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"40.1.1","MECA3","","","","",10,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"31.1.10","MECA3","","cf. species","","",NA,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"41.1.10","MECA3","","","","",NA,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"32.2.10","MECA3","","cf. species","","",NA,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"32.1.10","MOAL","","cf. species","","",NA,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"41.4.1","MORUS","","","","",8,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"41.1.1","MORUS","","","","",1,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"40.1.1","MORUS","","","","",0.5,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"32.4.1","MORUS","","","","",1,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"31.100","MORUS","","","","",NA,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"40.3.10","MORUS","","","","",NA,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"41.100","OXALI","","","","",NA,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"32.1.10","OXALI","possibly stricta; 30 cm tall","","","",NA,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"40.100","OXALI","yellow flower about 0.9cm; leaf 1.5 cm across","","","",NA,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","sgrischkowski@field-ops.org",20150618,"31.4.10","OXST","","","","",NA,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"31.1.10","PAIN10","","cf. species","","",NA,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"40.1.1","PAQU2","","","","",0.5,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"41.4.1","PAQU2","","","","",2,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","sgrischkowski@field-ops.org",20150618,"31.4.10","PAQU2","","","","",NA,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"40.3.1","PAQU2","","","","",2,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"32.2.1","PAQU2","","","","",7,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"32.4.1","PAQU2","","","","",11,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"31.1.10","PAQU2","","","","",NA,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"40.100","PHDI5","","","","",NA,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"41.4.10","PHDI5","","","","",NA,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"32.4.10","PHDI5","","","","",NA,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","sgrischkowski@field-ops.org",20150618,"31.4.1","PHLE5","red band above node","","","",0.5,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"40.100","PHLOX","","","","",NA,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"41.4.10","POACEA","","","","",NA,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"40.1.10","POACEA","vegetative seedling","","","",NA,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"41.4.1","POACEA","vegetative","","","",0.5,"",NA
"UKFS","UKFS_044","Characterization","nstanton@neoninc.org","kculatta@field-ops.org",20150618,"32.4.1","POACEA","vegetative","","","",0.5,"",NA
